customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,NumServices,IsFamily,ContractRisk,ChargeRatio,PaymentRisk
5446-DKWYW,1,1,1,1,61,1,1,DSL,0,0,1,0,1,0,One year,1,Electronic check,65.2,3965.05,0,5+ years,4,1,2,0.016439530515248168,1
2034-CGRHZ,0,1,0,0,24,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),102.95,2496.7,1,1-2 years,6,0,3,0.04121792048684791,0
5797-APWZC,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,90.6,90.6,1,0-6 months,3,0,3,0.9890829694323144,1
3683-QKIUE,1,0,0,0,6,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),50.8,288.05,1,0-6 months,2,0,3,0.175748140460128,0
4228-ZGYUW,0,0,0,0,4,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,90.05,368.1,1,0-6 months,4,0,3,0.24397182335410456,1
9031-ZVQPT,0,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,108.2,7840.6,0,5+ years,7,1,1,0.013798204448071822,1
2990-IAJSV,0,0,0,0,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),92.0,6632.75,0,5+ years,8,0,1,0.01386847559826644,0
8107-KNCIM,0,1,1,0,14,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.1,1013.35,0,1-2 years,2,1,3,0.07403756099965494,1
9027-YFHQJ,0,0,0,0,7,1,1,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.05,152.95,0,6-12 months,2,0,3,0.1627151672620981,0
5176-LDKUH,1,0,0,0,48,1,0,Fiber optic,0,1,0,0,0,0,One year,0,Electronic check,75.15,3772.65,0,2-4 years,2,0,2,0.019914406476488282,1
4644-OBGFZ,0,0,1,1,55,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.5,1026.35,0,4-5 years,1,1,2,0.01898087312016353,0
7926-IJOOU,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.3,19.3,0,0-6 months,1,0,3,0.9507389162561576,0
6480-YAGIY,0,0,0,0,45,1,0,Fiber optic,1,1,1,1,1,1,One year,0,Credit card (automatic),112.2,5031.85,0,2-4 years,7,0,2,0.02229353149805776,0
4029-HPFVY,0,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.3,220.4,0,0-6 months,1,0,3,0.3175248419150858,0
7602-DBTOU,1,0,1,0,71,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.6,1416.5,0,5+ years,1,1,1,0.013827160493827161,0
5345-BMKWB,0,0,1,0,8,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,158.35,0,6-12 months,1,1,3,0.12707875745214936,0
3519-ZKXGG,1,0,1,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.85,256.6,1,0-6 months,2,1,3,0.2944487577639751,1
5457-COLHT,0,0,1,1,69,1,0,DSL,1,1,0,1,1,1,Two year,0,Bank transfer (automatic),80.65,5542.55,0,5+ years,6,1,1,0.01454843917706163,0
6416-TVAIH,0,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,68.5,68.5,1,0-6 months,1,1,3,0.9856115107913669,1
5451-YHYPW,1,1,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),115.75,8443.7,0,5+ years,8,1,1,0.013706822030385922,0
5108-ADXWO,0,0,0,0,11,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,73.5,791.75,1,6-12 months,2,0,3,0.09271523178807947,1
7998-WNZEM,0,0,0,0,71,1,1,DSL,1,1,1,1,0,1,Two year,0,Bank transfer (automatic),80.6,5708.2,0,5+ years,7,0,1,0.014117564632522945,0
3066-RRJIO,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.95,69.95,1,0-6 months,1,0,3,0.9859055673009162,0
4664-NJCMS,1,0,1,0,33,0,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),59.55,2016.3,0,2-4 years,5,1,1,0.02951965498438507,0
0307-BCOPK,1,0,0,0,16,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.05,326.65,0,1-2 years,1,0,2,0.05814130932397376,0
7629-WFGLW,1,1,1,0,56,1,1,Fiber optic,1,1,1,1,0,0,One year,0,Electronic check,95.65,5471.75,0,4-5 years,6,1,2,0.017477502169841487,1
2542-HYGIQ,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.95,19.95,0,0-6 months,1,0,3,0.9522673031026253,0
6715-OFDBP,0,0,0,0,5,1,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,70.05,346.4,1,0-6 months,4,0,3,0.20164075993091538,1
5016-LIPDW,0,0,1,1,57,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.4,1061.6,0,4-5 years,1,1,2,0.018257105213626952,0
6481-LXPWL,0,0,1,1,56,0,0,DSL,0,1,1,0,0,0,One year,1,Credit card (automatic),36.1,1971.5,0,4-5 years,2,1,2,0.018301647655259823,0
1567-DSCIC,0,0,0,0,8,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,94.0,773.65,1,6-12 months,5,0,3,0.12134512360420835,1
2150-UWTFY,1,0,1,1,22,1,0,DSL,1,1,1,0,0,0,Month-to-month,0,Mailed check,61.15,1422.05,1,1-2 years,4,1,3,0.04297108323670988,0
6124-ACRHJ,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.75,19.75,0,0-6 months,1,0,3,0.9518072289156626,0
9362-MWODR,1,0,0,1,40,1,0,DSL,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),64.1,2460.35,0,2-4 years,4,1,3,0.02604261888800861,0
9975-GPKZU,0,0,1,1,46,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.75,856.5,0,2-4 years,1,1,1,0.023032069970845483,0
9625-RZFUK,0,0,1,1,63,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.7,1275.85,0,5+ years,1,1,1,0.015428593805067158,0
5153-LXKDT,0,0,1,1,68,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Electronic check,110.2,7467.5,0,5+ years,7,1,1,0.014755305616924416,1
5161-UBZXI,0,0,1,1,69,1,0,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),106.35,7261.75,0,5+ years,6,1,1,0.01464321365873808,0
1020-JPQOW,1,0,1,0,56,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Electronic check,90.55,5116.6,0,4-5 years,5,1,3,0.017693840862904486,1
7919-ZODZZ,1,0,1,1,10,1,0,DSL,0,1,1,0,0,1,One year,1,Mailed check,65.9,660.05,0,6-12 months,4,1,2,0.09968988730050679,0
0565-JUPYD,0,0,0,0,63,1,1,Fiber optic,1,1,1,1,1,0,One year,0,Credit card (automatic),104.5,6590.8,0,5+ years,7,0,2,0.015853029521526747,0
6867-ACCZI,1,0,1,1,24,0,0,DSL,1,1,1,1,0,1,Two year,1,Mailed check,52.5,1208.15,0,1-2 years,5,1,1,0.04341893065376504,0
5939-XAIXZ,1,0,0,0,19,1,1,DSL,0,0,1,0,0,0,Month-to-month,1,Mailed check,56.1,1033.9,0,1-2 years,3,0,3,0.05420813605179244,0
9054-FOWNV,0,0,1,1,22,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,88.75,1885.15,0,1-2 years,4,1,3,0.04705352172414707,1
2683-BPJSO,0,0,1,0,29,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,84.45,2467.1,1,2-4 years,4,1,3,0.03421660386532151,1
2157-MXBJS,0,0,1,0,13,1,1,DSL,0,0,1,0,1,1,One year,1,Mailed check,75.3,989.45,1,1-2 years,5,1,2,0.07602604876571255,0
8207-VVMYB,1,0,1,0,70,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),26.0,2006.95,0,5+ years,2,1,1,0.01294852959486043,0
9732-EQMWY,1,0,1,0,49,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,99.4,5025.0,0,4-5 years,5,1,3,0.01977715877437326,1
9360-AHGNL,1,1,1,0,43,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Mailed check,109.55,4830.25,1,2-4 years,7,1,2,0.02267529107373868,0
1087-UDSIH,1,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.6,59.75,1,0-6 months,1,0,3,0.3226337448559671,0
5269-NRGDP,0,0,1,1,42,1,0,DSL,0,0,1,1,1,1,One year,0,Electronic check,73.15,3088.25,0,2-4 years,5,1,2,0.02367888646111516,1
6195-MELTI,0,0,0,0,57,1,0,DSL,0,1,0,1,0,0,One year,1,Mailed check,54.65,3134.7,0,4-5 years,3,0,2,0.017428325413783207,0
5485-WUYWF,0,1,0,0,2,1,0,DSL,1,0,1,0,1,0,Month-to-month,0,Bank transfer (automatic),66.4,94.55,1,0-6 months,4,0,3,0.6949241234955521,0
2121-JAFOM,1,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),115.55,8312.4,0,5+ years,8,1,1,0.01389924699882118,0
8818-DOPVL,1,1,0,0,46,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.45,4863.85,0,2-4 years,6,0,3,0.021470343381604775,1
2632-UCGVD,0,1,1,0,66,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),100.05,6871.9,1,5+ years,5,1,3,0.014557173827641899,0
5445-PZWGX,0,0,0,0,62,1,1,Fiber optic,1,1,0,1,0,1,One year,0,Electronic check,102.0,6529.25,1,5+ years,6,0,2,0.015619616400597221,1
1227-UDMZR,1,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),91.15,6637.9,0,5+ years,8,1,1,0.01372968413441986,0
5198-HQAEN,0,0,1,1,35,1,0,Fiber optic,0,1,0,1,1,0,One year,1,Electronic check,89.7,3165.6,0,2-4 years,4,1,2,0.028326912145518853,1
9170-CCKOU,0,0,1,0,17,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Credit card (automatic),90.2,1454.15,1,1-2 years,5,1,3,0.06198673676253307,0
2167-FQSTQ,1,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Electronic check,92.4,6786.1,0,5+ years,8,1,1,0.013614061970502866,1
2819-GWENI,1,0,1,1,28,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.9,543.0,0,2-4 years,1,1,2,0.03658088235294117,0
1043-YCUTE,0,0,1,0,56,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.15,1327.15,1,4-5 years,2,1,1,0.01893611414373376,0
3814-MLAXC,1,0,0,0,31,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),79.85,2404.15,1,2-4 years,3,0,3,0.033199592541005754,0
3572-UUHRS,0,0,0,0,45,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),18.85,867.3,0,2-4 years,1,0,2,0.02170908672117932,0
2692-PFYTJ,1,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.75,25.75,0,0-6 months,2,0,3,0.9626168224299065,0
1226-UDFZR,1,0,0,0,2,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,49.6,114.7,1,0-6 months,2,0,3,0.428694900605013,0
5955-EPOAZ,1,0,0,0,6,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.95,109.5,0,0-6 months,1,0,3,0.18959276018099547,0
6821-JPCDC,1,0,1,0,48,1,0,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,97.05,4692.95,0,2-4 years,5,1,2,0.020675550442590996,1
8815-LMFLX,0,0,1,1,25,1,1,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.4,546.85,0,2-4 years,2,1,3,0.04636305558090718,0
9135-HSWOC,0,0,1,1,64,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.7,1274.05,0,5+ years,1,1,1,0.015450374495117838,0
8582-KRHPJ,0,0,0,0,50,0,0,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,35.0,1782.4,0,4-5 years,2,0,3,0.0196254345631939,0
5811-IWXYM,1,0,1,1,52,1,1,Fiber optic,0,0,1,0,1,1,One year,0,Bank transfer (automatic),101.25,5301.1,0,4-5 years,5,1,2,0.019096207163199486,0
7044-YAACC,0,1,1,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.2,280.35,0,0-6 months,1,1,3,0.24951128487648835,1
8189-XRIKE,1,1,0,0,32,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,90.95,2897.95,0,2-4 years,3,0,3,0.031373428310250265,1
1506-YJTYT,0,0,1,1,45,1,1,DSL,1,1,0,1,1,0,Two year,0,Credit card (automatic),73.85,3371.0,0,2-4 years,6,1,1,0.021900948991696322,0
4123-DVHPH,0,0,1,0,9,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,88.05,801.3,0,6-12 months,4,1,3,0.10974697743986041,1
6425-YQLLO,1,1,1,0,66,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Credit card (automatic),105.95,6975.25,1,5+ years,6,1,2,0.015187242429672102,0
5442-UTCVD,0,0,0,1,3,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Electronic check,91.85,257.05,1,0-6 months,4,1,3,0.3559387715559,1
2228-BZDEE,1,0,0,0,54,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.1,1079.45,0,4-5 years,1,0,1,0.01860335971123143,0
7734-DBOAI,1,0,1,1,1,0,0,DSL,0,0,0,1,1,0,Month-to-month,0,Electronic check,40.1,40.1,1,0-6 months,2,1,3,0.975669099756691,1
2789-CZANW,1,0,1,1,64,1,1,Fiber optic,1,1,0,1,1,1,Two year,0,Bank transfer (automatic),110.3,6997.3,0,5+ years,7,1,1,0.015760970521412343,0
2091-RFFBA,1,1,0,0,31,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.9,2217.15,1,2-4 years,2,0,3,0.03331605166467552,1
2114-MGINA,1,0,0,0,14,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,89.8,1129.1,1,1-2 years,3,0,3,0.07946199451375985,0
7596-LDUXP,1,0,0,0,12,1,0,Fiber optic,1,0,0,0,1,0,One year,1,Credit card (automatic),85.15,979.05,0,6-12 months,3,0,2,0.08688332227947555,0
3740-RLMVT,0,1,1,0,67,1,0,DSL,1,1,0,1,0,0,One year,1,Bank transfer (automatic),60.95,4119.4,0,5+ years,4,1,2,0.014792253179302982,0
4489-SNOJF,1,0,1,1,35,1,1,DSL,1,0,1,1,1,0,Month-to-month,0,Electronic check,72.25,2568.55,1,2-4 years,6,1,3,0.02811776381078399,1
2192-OZITF,1,0,0,0,45,1,1,DSL,1,0,0,1,0,1,Two year,0,Mailed check,73.55,3349.1,0,2-4 years,5,0,1,0.021954568520342676,0
5651-CPDND,0,0,0,0,10,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,46.0,492.1,0,6-12 months,1,0,3,0.0932873656459136,0
2186-QZEYA,1,1,0,0,29,1,1,DSL,1,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),58.55,1718.95,0,2-4 years,4,0,3,0.03404168725835053,0
1131-ALZWV,1,0,0,0,24,1,1,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),24.6,605.25,0,1-2 years,2,0,2,0.04057731958762887,0
7729-XBTWX,0,0,1,1,66,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.75,1344.5,0,5+ years,1,1,1,0.014678558156819026,0
9134-WYRVP,0,0,0,0,51,1,0,Fiber optic,1,0,0,0,1,0,One year,0,Mailed check,86.35,4267.15,0,4-5 years,3,0,2,0.02023124773028127,0
3284-SVCRO,1,0,1,0,45,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.5,1121.05,0,2-4 years,2,1,1,0.02272625997058955,0
9732-OUYRN,1,0,1,0,49,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.0,918.7,0,4-5 years,1,1,2,0.02065891051429814,0
0559-CKHUS,1,0,1,0,29,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.55,521.8,0,2-4 years,1,1,1,0.03739479724560062,0
2931-SVLTV,0,0,1,1,40,1,1,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Credit card (automatic),110.1,4469.1,0,2-4 years,7,1,3,0.024630321469318355,0
6899-PPEEA,1,1,0,0,37,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.55,3580.3,1,2-4 years,4,0,3,0.02695948398626197,1
7504-UWHNB,0,0,0,0,25,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.75,1729.35,0,2-4 years,1,0,3,0.0403097639205941,1
2582-FFFZR,1,0,0,0,22,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,50.6,1073.3,0,1-2 years,3,0,3,0.04710043749418226,1
8908-NMQTX,0,0,0,0,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),65.6,4566.5,0,5+ years,6,0,1,0.014362342638204706,0
2187-LZGPL,1,0,0,0,7,0,0,DSL,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),40.1,293.3,1,6-12 months,2,0,3,0.1362555215766225,0
1431-AIDJQ,0,0,1,1,33,1,0,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),82.1,2603.1,0,2-4 years,6,1,1,0.03152720709650167,0
6288-LBEAR,1,0,0,0,23,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Mailed check,79.1,1783.75,0,1-2 years,3,0,3,0.04431993276369239,0
4597-NUCQV,0,1,0,0,24,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.25,2440.15,1,1-2 years,5,0,3,0.04147635335804846,1
9019-QVLZD,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,79.55,79.55,1,0-6 months,2,0,3,0.9875853507138423,1
8413-YNHNV,0,0,0,0,69,1,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,90.65,6322.1,0,5+ years,8,0,1,0.014336322373519318,0
5808-TOTXO,1,0,0,1,3,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.55,57.4,0,0-6 months,1,1,2,0.35188356164383566,0
4369-NYSCF,0,0,0,0,56,1,0,DSL,0,1,0,1,1,1,One year,1,Bank transfer (automatic),75.75,4284.65,0,4-5 years,5,0,2,0.017675265128976936,0
6333-YDVLT,0,0,0,0,65,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Credit card (automatic),110.0,7138.65,0,5+ years,7,0,2,0.015406917706050018,0
5324-KTGCG,0,0,1,0,71,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,20.85,1539.75,0,5+ years,1,1,2,0.013532370598734383,1
5599-HVLTW,1,1,0,0,14,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),80.35,1058.1,0,1-2 years,3,0,3,0.0758663015768105,0
7394-LWLYN,1,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,123.8,0,0-6 months,1,0,3,0.562099358974359,1
3707-LRWZD,1,0,0,0,32,1,1,Fiber optic,0,0,0,0,1,0,One year,0,Electronic check,84.05,2781.85,1,2-4 years,3,0,2,0.030202849596636543,1
6873-UDNLD,0,0,0,0,40,1,0,DSL,1,0,1,0,0,1,Month-to-month,0,Electronic check,67.45,2731.0,0,2-4 years,4,0,3,0.02468887262079063,1
2700-LUEVA,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.75,20.75,0,0-6 months,1,0,3,0.9540229885057471,0
1455-ESIQH,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.1,89.1,1,0-6 months,3,0,3,0.9889012208657048,1
0958-YHXGP,1,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.9,497.3,0,6-12 months,1,0,3,0.1402769416014449,0
1101-SSWAG,1,0,1,0,15,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,51.1,711.15,0,1-2 years,2,1,3,0.07175454609281753,1
2979-SXESE,1,0,1,1,17,1,1,Fiber optic,1,0,1,0,1,0,Month-to-month,0,Electronic check,94.4,1607.2,1,1-2 years,5,1,3,0.0586991667703022,1
4013-TLDHQ,0,0,0,0,19,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,78.25,1490.95,1,1-2 years,3,0,3,0.05244813834243775,1
5743-KHMNA,0,0,0,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.55,1898.1,0,5+ years,2,0,1,0.0134537412458533,0
4194-FJARJ,1,0,1,1,54,1,1,DSL,1,0,0,1,0,0,Two year,0,Bank transfer (automatic),60.0,3273.95,0,4-5 years,4,1,1,0.018320890395273213,0
5325-UWTWJ,0,0,1,0,31,1,1,Fiber optic,1,1,0,1,0,0,Month-to-month,1,Credit card (automatic),90.55,2929.75,0,2-4 years,5,1,3,0.030896528192442207,0
3969-GYXEL,1,0,0,0,11,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,76.4,838.7,0,6-12 months,2,0,3,0.09098487555079195,1
9208-OLGAQ,1,1,0,0,18,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,84.95,1443.65,0,1-2 years,3,0,3,0.05880317031807012,1
3244-CQPHU,1,1,0,0,72,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Bank transfer (automatic),110.1,7746.7,0,5+ years,7,0,1,0.01421066897272739,0
2674-MLXMN,1,1,0,0,71,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),99.65,6951.15,0,5+ years,5,0,3,0.014333695331659992,0
9708-HPXWZ,0,1,0,0,5,0,0,DSL,0,0,1,1,1,0,Month-to-month,0,Credit card (automatic),45.4,214.75,0,0-6 months,3,0,3,0.2104287369640788,0
6992-TKNYO,0,0,1,0,38,1,1,DSL,0,0,1,1,0,1,One year,0,Credit card (automatic),69.0,2669.45,0,2-4 years,5,1,2,0.025838341852496772,0
4468-YDOVK,0,0,0,1,5,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),48.65,235.2,0,0-6 months,2,1,3,0.20596951735817104,0
3754-DXMRT,0,1,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.15,92.65,1,0-6 months,1,0,3,0.4714361986118526,1
5792-JALQC,1,1,0,0,52,1,1,DSL,1,0,1,0,0,0,Two year,0,Bank transfer (automatic),59.85,3103.25,0,4-5 years,4,0,1,0.01928001932834018,0
7130-VTEWQ,1,1,0,0,8,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.75,606.25,1,6-12 months,2,0,3,0.12474269246603541,1
2200-DSAAL,1,0,0,0,68,1,1,DSL,0,1,1,0,1,1,Two year,1,Electronic check,80.65,5330.2,0,5+ years,6,0,1,0.015127926170468188,1
4302-ZYFEL,0,0,1,1,69,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.55,1403.1,0,5+ years,1,1,2,0.014635709707285807,0
9351-LZYGF,1,0,1,0,42,1,1,DSL,1,1,0,1,0,0,Month-to-month,1,Credit card (automatic),66.4,2727.8,0,2-4 years,5,1,3,0.02433304016417473,0
4366-CTOUZ,1,0,0,0,50,1,0,Fiber optic,0,1,0,1,1,1,Two year,1,Mailed check,100.2,5038.45,0,4-5 years,5,0,1,0.019883122166109397,0
6121-VZNQB,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.1,19.1,1,0-6 months,1,0,3,0.9502487562189055,0
7903-CMPEY,0,1,1,0,1,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,80.3,80.3,1,0-6 months,3,1,3,0.9876998769987699,1
1518-OMDIK,0,0,1,0,33,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.55,1462.6,0,2-4 years,1,1,3,0.03043864443837114,0
6671-NGWON,1,0,0,0,7,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.35,150.6,0,6-12 months,1,0,3,0.13423482849604224,0
0595-ITUDF,0,0,1,1,64,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Electronic check,91.8,5960.5,0,5+ years,5,1,3,0.015398809024574352,1
6996-KNSML,1,0,0,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,74.9,74.9,1,0-6 months,2,0,3,0.9868247694334651,1
1955-IBMMB,0,0,0,0,59,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.2,1192.3,0,4-5 years,1,0,1,0.01692784714656834,0
0096-BXERS,1,0,1,0,6,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,50.35,314.55,0,0-6 months,2,1,3,0.15956266835683727,1
3806-YAZOV,1,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,18.8,56.0,0,0-6 months,1,0,3,0.3298245614035088,0
7998-ZLXWN,1,0,1,0,15,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.45,330.8,0,1-2 years,1,1,3,0.06163351416515973,0
6253-WRFHY,0,0,1,1,13,1,0,DSL,0,0,0,0,1,1,One year,1,Electronic check,64.75,877.35,0,1-2 years,3,1,2,0.07371776626629475,1
9133-AYJZG,1,0,0,0,23,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),98.7,2249.1,0,1-2 years,5,0,3,0.043864717123683394,0
2675-OTVVJ,0,1,1,0,31,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,89.45,2807.65,0,2-4 years,4,1,3,0.031848040873729375,1
8680-CGLTP,0,0,0,0,29,1,0,DSL,1,1,0,1,0,0,One year,1,Electronic check,58.75,1696.2,0,2-4 years,4,0,2,0.03461583785057742,1
8430-TWCBX,1,0,1,0,49,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.7,1032.05,0,4-5 years,1,1,2,0.02003775228691738,0
5018-GWURO,1,0,1,0,56,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),85.6,4902.8,0,4-5 years,3,1,3,0.01745585056486806,0
6741-QRLUP,1,0,0,0,63,1,1,DSL,1,1,1,1,0,1,Two year,1,Credit card (automatic),80.3,4995.35,0,5+ years,7,0,1,0.016071732364626175,0
4737-HOBAX,0,0,1,0,63,1,1,DSL,0,0,1,1,1,1,Two year,0,Credit card (automatic),79.8,5034.05,0,5+ years,6,1,1,0.015848899216492386,0
